Event Type,C2S ID,Source,Source Port(s),Destination,Destination Port(s),Start Time (UTC),Stop Time (UTC)
post-phishing c2 exploit/malware/malclient.pl,43756.0,172.28.192.5,0.0,212.45.250.61,8181,2009-11-03 16:34:00,2009-11-03 16:34:00
post-phishing c2 + tcp control channel exfil explo,43757.0,172.28.192.5,0.0,212.45.250.61,8181,2009-11-03 16:36:00,2009-11-03 16:36:00
phishing email exploit/malware/trawler,43758.0,130.149.81.31,0.0,172.28.1.5,25,2009-11-03 16:42:00,2009-11-03 16:42:00
post-phishing client compromise + malicious downlo,43759.0,172.28.6.134,0.0,130.149.81.31,80,2009-11-03 16:46:00,2009-11-03 16:46:00
post-phishing client compromise + malicious downlo,43760.0,172.28.6.134,0.0,28.133.133.90,80,2009-11-03 16:46:00,2009-11-03 16:46:00
post-phishing c2 + tcp control channel exfil nc,43761.0,130.149.81.31,0.0,172.28.6.134,10000,2009-11-03 16:51:00,2009-11-03 16:51:00
failed attack exploit/iis-asp-overflow,43762.0,153.25.121.118,0.0,172.28.28.128,80,2009-11-03 16:43:00,2009-11-03 16:43:00
failed attack exploit/iis-asp-overflow,43763.0,153.25.121.118,0.0,172.28.22.186,80,2009-11-03 16:43:00,2009-11-03 16:43:00
failed attack exploit/iis-asp-overflow,43764.0,153.25.121.118,0.0,172.28.6.119,80,2009-11-03 16:43:00,2009-11-03 16:43:00
phishing email exploit/malware/trawler,43767.0,116.70.60.210,0.0,172.28.1.5,25,2009-11-03 16:52:00,2009-11-03 16:52:00
phishing email exploit/malware/trawler,43768.0,116.70.60.210,0.0,172.28.128.5,25,2009-11-03 16:52:00,2009-11-03 16:52:00
phishing email exploit/malware/trawler,43769.0,116.70.60.210,0.0,172.28.192.5,25,2009-11-03 16:52:00,2009-11-03 16:52:00
post-phishing client compromise + malicious downlo,43770.0,172.28.219.74,0.0,116.70.60.210,80,2009-11-03 16:56:00,2009-11-03 16:56:00
post-phishing client compromise + malicious downlo,43771.0,172.28.219.74,0.0,28.133.133.90,80,2009-11-03 16:56:00,2009-11-03 16:56:00
post-phishing c2 echo,43772.0,116.70.60.210,0.0,172.28.219.74,10000,2009-11-03 17:01:00,2009-11-03 17:01:00
post-phishing tcp exfil nc,43773.0,172.28.219.74,0.0,76.166.183.26,443,2009-11-03 17:01:00,2009-11-03 17:16:00
scan /usr/bin/nmap,43774.0,219.160.125.33,42311.0,172.28.74.179,4899,2009-11-03 22:57:00,2009-11-03 22:57:00
phishing email exploit/malware/trawler,43775.0,43.79.200.176,0.0,172.28.1.5,25,2009-11-03 16:56:00,2009-11-03 16:56:00
scan /usr/bin/nmap,43776.0,19.16.150.30,59406.0,172.28.177.139,3129,2009-11-03 23:08:00,2009-11-03 23:08:00
phishing email exploit/malware/trawler,43777.0,43.79.200.176,0.0,172.28.128.5,25,2009-11-03 16:56:00,2009-11-03 16:56:00
failed attack exploit/iis-asp-overflow,43778.0,153.25.121.118,0.0,172.28.28.128,80,2009-11-03 17:02:00,2009-11-03 17:02:00
scan /usr/bin/nmap,43779.0,32.213.228.43,0.0,172.28.218.123,4899,2009-11-03 23:08:00,2009-11-03 23:08:00
scan /usr/bin/nmap,43780.0,122.201.178.72,40045.0,172.28.42.98,64142:64353,2009-11-04 01:50:00,2009-11-04 01:50:00
failed attack exploit/iis-asp-overflow,43781.0,153.25.121.118,0.0,172.28.22.186,80,2009-11-03 17:02:00,2009-11-03 17:02:00
post-phishing c2 heartbeat exploit/malware/malclie,43782.0,172.28.133.86,0.0,43.79.200.176,25,2009-11-03 16:58:00,2009-11-03 16:58:00
scan /usr/bin/nmap,43783.0,42.196.162.102,26707.0,172.28.79.227,30860,2009-11-04 02:15:00,2009-11-04 02:15:00
failed attack exploit/iis-asp-overflow,43784.0,153.25.121.118,0.0,172.28.6.119,80,2009-11-03 17:02:00,2009-11-03 17:02:00
post-phishing c2 exploit/malware/malclient.pl,43785.0,172.28.133.86,0.0,43.79.200.176,25,2009-11-03 17:00:00,2009-11-03 17:00:00
failed attack framework-2.6/msfcli iis_nsiislog_po,43786.0,24.168.166.204,0.0,172.28.23.56,80,2009-11-04 02:19:00,2009-11-04 02:19:00
post-phishing c2 + tcp control channel exfil explo,43787.0,172.28.133.86,0.0,43.79.200.176,25,2009-11-03 17:02:00,2009-11-03 17:02:00
failed attack framework-2.6/msfcli windows_ssl_pct,43789.0,143.244.155.163,0.0,172.28.32.14,443,2009-11-04 03:15:00,2009-11-04 03:15:00
scan /usr/bin/nmap,43792.0,158.190.85.16,9358.0,172.28.116.90,80,2009-11-04 08:16:00,2009-11-04 08:16:00
phishing email exploit/malware/trawler,43793.0,23.3.252.153,0.0,172.28.1.5,25,2009-11-03 18:07:00,2009-11-03 18:07:00
phishing email exploit/malware/trawler,43794.0,23.3.252.153,0.0,172.28.128.5,25,2009-11-03 18:07:00,2009-11-03 18:07:00
post-phishing c2 heartbeat exploit/malware/malclie,43795.0,172.28.136.45,0.0,23.3.252.153,80,2009-11-03 18:09:00,2009-11-03 18:09:00
post-phishing c2 exploit/malware/malclient.pl,43796.0,172.28.136.45,0.0,23.3.252.153,80,2009-11-03 18:11:00,2009-11-03 18:11:00
phishing email exploit/malware/trawler,43798.0,115.240.12.124,0.0,172.28.1.5,25,2009-11-03 19:02:00,2009-11-03 19:02:00
phishing email exploit/malware/trawler,43799.0,115.240.12.124,0.0,172.28.128.5,25,2009-11-03 19:02:00,2009-11-03 19:02:00
phishing email exploit/malware/trawler,43800.0,115.240.12.124,0.0,172.28.192.5,25,2009-11-03 19:02:00,2009-11-03 19:02:00
post-phishing client compromise + malicious downlo,43801.0,172.28.10.68,0.0,115.240.12.124,80,2009-11-03 19:05:00,2009-11-03 19:05:00
post-phishing client compromise + malicious downlo,43802.0,172.28.10.68,0.0,28.133.133.90,80,2009-11-03 19:05:00,2009-11-03 19:05:00
post-phishing c2 echo,43803.0,115.240.12.124,0.0,172.28.10.68,10000,2009-11-03 19:09:00,2009-11-03 19:09:00
post-phishing icmp exfil nc,43804.0,172.28.10.68,0.0,115.240.12.124,0,2009-11-03 19:09:00,2009-11-03 19:09:00
phishing email exploit/malware/trawler,43805.0,82.144.22.171,0.0,172.28.1.5,25,2009-11-03 19:22:00,2009-11-03 19:22:00
phishing email exploit/malware/trawler,43806.0,82.144.22.171,0.0,172.28.128.5,25,2009-11-03 19:22:00,2009-11-03 19:22:00
phishing email exploit/malware/trawler,43807.0,82.144.22.171,0.0,172.28.192.5,25,2009-11-03 19:22:00,2009-11-03 19:22:00
post-phishing client compromise + malicious downlo,43808.0,172.28.131.125,0.0,82.144.22.171,80,2009-11-03 19:24:00,2009-11-03 19:24:00
post-phishing client compromise + malicious downlo,43809.0,172.28.131.125,0.0,28.133.133.90,80,2009-11-03 19:24:00,2009-11-03 19:24:00
c2+ tcp control channel exfil nc,43810.0,82.144.22.171,0.0,172.28.131.125,10000,2009-11-03 19:28:00,2009-11-03 19:32:00
phishing email exploit/malware/trawler,43811.0,43.79.200.176,0.0,172.28.1.5,25,2009-11-03 19:41:00,2009-11-03 19:41:00
phishing email exploit/malware/trawler,43812.0,43.79.200.176,0.0,172.28.128.5,25,2009-11-03 19:41:00,2009-11-03 19:41:00
post-phishing c2 heartbeat exploit/malware/malclie,43813.0,172.28.133.86,0.0,43.79.200.176,25,2009-11-03 19:43:00,2009-11-03 19:43:00
post-phishing c2 exploit/malware/malclient.pl,43814.0,172.28.133.86,0.0,43.79.200.176,25,2009-11-03 19:45:00,2009-11-03 19:45:00
post-phishing c2 + tcp control channel exfil explo,43815.0,172.28.133.86,0.0,43.79.200.176,25,2009-11-03 19:47:00,2009-11-03 19:47:00
failed attack framework-2.6/msfcli cabrightstor_di,43816.0,79.239.45.99,0.0,172.28.194.88,41524,2009-11-04 09:06:00,2009-11-04 09:06:00
scan /usr/bin/nmap,43817.0,113.193.88.44,0.0,172.28.163.165,36242,2009-11-04 09:55:00,2009-11-04 09:55:00
failed attack framework-2.6/msfcli iis_nsiislog_po,43818.0,24.168.166.204,0.0,172.28.23.56,80,2009-11-04 10:59:00,2009-11-04 11:00:00
scan /usr/bin/nmap,43819.0,19.16.150.30,59406.0,172.28.177.139,3129,2009-11-04 11:03:00,2009-11-04 11:03:00
scan /usr/bin/nmap,43820.0,193.168.132.153,10468.0,172.28.147.136,45248,2009-11-04 11:35:00,2009-11-04 11:35:00
scan /usr/bin/nmap,43821.0,151.243.222.89,54527.0,172.28.52.6,22321,2009-11-04 11:51:00,2009-11-04 11:51:00
client compromise exfil/sams_launch_vulnerable_cli,43822.0,172.28.212.6,0.0,20.21.128.84,10000,2009-11-03 20:21:00,2009-11-03 20:21:00
phishing email exploit/malware/trawler,43823.0,212.45.250.61,0.0,172.28.128.5,25,2009-11-03 20:37:00,2009-11-03 20:37:00
c2 remote command execution nc,43824.0,20.21.128.84,0.0,172.28.212.6,10000,2009-11-03 20:28:00,2009-11-03 20:28:00
post-phishing c2 heartbeat exploit/malware/malclie,43825.0,172.28.192.5,0.0,212.45.250.61,8181,2009-11-03 20:39:00,2009-11-03 20:39:00
post-phishing c2 exploit/malware/malclient.pl,43826.0,172.28.192.5,0.0,212.45.250.61,8181,2009-11-03 20:41:00,2009-11-03 20:41:00
post-phishing c2 exploit/malware/malclient.pl,43827.0,172.28.192.5,0.0,212.45.250.61,8181,2009-11-03 20:46:00,2009-11-03 20:46:00
post-phishing c2 + tcp control channel exfil explo,43828.0,172.28.192.5,0.0,212.45.250.61,8181,2009-11-03 20:48:00,2009-11-03 20:48:00
no precursor client compromise exfil/sams_launch_v,43829.0,172.28.218.164,0.0,86.136.211.111,80,2009-11-03 21:55:00,2009-11-03 21:55:00
no precursor client compromise exfil/sams_launch_v,43830.0,172.28.218.164,0.0,28.133.133.90,80,2009-11-03 21:55:00,2009-11-03 21:55:00
c2 + tcp control channel exfil - no precursor nc,43831.0,86.136.211.111,0.0,172.28.218.164,10000,2009-11-03 21:59:00,2009-11-03 21:59:00
phishing email exploit/malware/trawler,43832.0,115.240.12.124,0.0,172.28.1.5,25,2009-11-03 22:27:00,2009-11-03 22:27:00
phishing email exploit/malware/trawler,43833.0,115.240.12.124,0.0,172.28.128.5,25,2009-11-03 22:27:00,2009-11-03 22:27:00
phishing email exploit/malware/trawler,43834.0,115.240.12.124,0.0,172.28.192.5,25,2009-11-03 22:27:00,2009-11-03 22:27:00
post-phishing client compromise + malicious downlo,43835.0,172.28.10.68,0.0,115.240.12.124,80,2009-11-03 22:30:00,2009-11-03 22:30:00
post-phishing client compromise + malicious downlo,43836.0,172.28.10.68,0.0,28.133.133.90,80,2009-11-03 22:30:00,2009-11-03 22:30:00
post-phishing c2 echo,43837.0,115.240.12.124,0.0,172.28.10.68,10000,2009-11-03 22:34:00,2009-11-03 22:34:00
phishing email exploit/malware/trawler,43838.0,82.144.22.171,0.0,172.28.1.5,25,2009-11-03 22:40:00,2009-11-03 22:40:00
post-phishing icmp exfil nc,43839.0,172.28.10.68,0.0,115.240.12.124,0,2009-11-03 22:34:00,2009-11-03 22:34:00
phishing email exploit/malware/trawler,43840.0,82.144.22.171,0.0,172.28.128.5,25,2009-11-03 22:40:00,2009-11-03 22:40:00
phishing email exploit/malware/trawler,43841.0,82.144.22.171,0.0,172.28.192.5,25,2009-11-03 22:40:00,2009-11-03 22:40:00
post-phishing client compromise + malicious downlo,43842.0,172.28.131.125,0.0,82.144.22.171,80,2009-11-03 22:42:00,2009-11-03 22:42:00
post-phishing client compromise + malicious downlo,43843.0,172.28.131.125,0.0,28.133.133.90,80,2009-11-03 22:42:00,2009-11-03 22:42:00
c2+ tcp control channel exfil nc,43844.0,82.144.22.171,0.0,172.28.131.125,10000,2009-11-03 22:46:00,2009-11-03 22:52:00
scan /usr/bin/nmap,43845.0,219.160.125.33,42311.0,172.28.74.179,4899,2009-11-04 13:31:00,2009-11-04 13:31:00
scan /usr/bin/nmap,43846.0,195.171.85.28,0.0,172.28.18.197,1257 3128,2009-11-04 14:40:00,2009-11-04 14:40:00
scan /usr/bin/nmap,43847.0,195.171.85.28,0.0,172.28.18.147,1257 3128,2009-11-04 14:40:00,2009-11-04 14:40:00
scan /usr/bin/nmap,43848.0,195.171.85.28,0.0,172.28.18.241,1257 3128,2009-11-04 14:40:00,2009-11-04 14:40:00
failed attack or scan exploit/bin/webstar_ftp_user,43849.0,42.1.118.156,0.0,255.255.255.255,21,2009-11-03 23:17:00,2009-11-03 23:32:00
scan /usr/bin/nmap,43850.0,195.171.85.28,0.0,172.28.18.83,1257 3128,2009-11-04 14:40:00,2009-11-04 14:40:00
scan /usr/bin/nmap,43851.0,195.171.85.28,0.0,172.28.18.213,1257 3128,2009-11-04 14:40:00,2009-11-04 14:40:00
scan /usr/bin/nmap,43852.0,195.171.85.28,0.0,172.28.18.146,1257 3128,2009-11-04 14:40:00,2009-11-04 14:40:00
scan /usr/bin/nmap,43853.0,195.171.85.28,0.0,172.28.18.111,1257 3128,2009-11-04 14:40:00,2009-11-04 14:40:00
scan /usr/bin/nmap,43854.0,195.171.85.28,0.0,172.28.18.68,1257 3128,2009-11-04 14:40:00,2009-11-04 14:40:00
scan /usr/bin/nmap,43855.0,195.171.85.28,0.0,172.28.18.41,1257 3128,2009-11-04 14:40:00,2009-11-04 14:40:00
scan /usr/bin/nmap,43856.0,195.171.85.28,0.0,172.28.18.59,1257 3128,2009-11-04 14:40:00,2009-11-04 14:40:00
scan /usr/bin/nmap,43857.0,195.171.85.28,0.0,172.28.18.98,1257 3128,2009-11-04 14:40:00,2009-11-04 14:40:00
scan /usr/bin/nmap,43858.0,195.171.85.28,0.0,172.28.18.174,1257 3128,2009-11-04 14:40:00,2009-11-04 14:40:00
scan /usr/bin/nmap,43859.0,195.171.85.28,0.0,172.28.18.18,1257 3128,2009-11-04 14:40:00,2009-11-04 14:40:00
scan /usr/bin/nmap,43860.0,113.193.88.44,0.0,172.28.163.165,36242,2009-11-04 15:40:00,2009-11-04 15:40:00
failed attack framework-2.6/msfcli iis_nsiislog_po,43861.0,24.168.166.204,0.0,172.28.23.56,80,2009-11-04 16:54:00,2009-11-04 16:54:00
scan /usr/bin/nmap,43862.0,122.201.178.72,40045.0,172.28.42.98,64142:64353,2009-11-04 17:15:00,2009-11-04 17:15:00
failed attack framework-2.6/msfcli cabrightstor_di,43863.0,79.239.45.99,0.0,172.28.194.88,41524,2009-11-04 17:16:00,2009-11-04 17:16:00
scan /usr/bin/nmap,43864.0,49.232.95.127,55944.0,172.28.97.169,21 4899,2009-11-04 17:46:00,2009-11-04 17:46:00
scan /usr/bin/nmap,43865.0,151.243.222.89,54527.0,172.28.52.6,22321,2009-11-04 17:55:00,2009-11-04 17:55:00
scan /usr/bin/nmap,43866.0,193.168.132.153,10468.0,172.28.147.136,45248,2009-11-04 19:17:00,2009-11-04 19:17:00
failed attack framework-2.6/msfcli windows_ssl_pct,43867.0,143.244.155.163,0.0,172.28.32.14,443,2009-11-04 19:43:00,2009-11-04 19:43:00
failed attack or scan exploit/bin/iis_nsiislog.pl,43868.0,139.69.44.14,0.0,255.255.255.255,80,2009-11-03 23:33:00,2009-11-03 23:48:00
failed attack exploit/iis-asp-overflow,43869.0,153.25.121.118,0.0,172.28.28.128,80,2009-11-04 02:50:00,2009-11-04 02:50:00
failed attack exploit/iis-asp-overflow,43870.0,153.25.121.118,0.0,172.28.22.186,80,2009-11-04 02:50:00,2009-11-04 02:50:00
failed attack exploit/iis-asp-overflow,43871.0,153.25.121.118,0.0,172.28.6.119,80,2009-11-04 02:50:00,2009-11-04 02:51:00
no precursor client compromise exfil/sams_launch_v,43874.0,172.28.218.164,0.0,86.136.211.111,80,2009-11-04 03:56:00,2009-11-04 03:56:00
no precursor client compromise exfil/sams_launch_v,43875.0,172.28.218.164,0.0,28.133.133.90,80,2009-11-04 03:56:00,2009-11-04 03:56:00
c2 + tcp control channel exfil - no precursor nc,43876.0,86.136.211.111,0.0,172.28.218.164,10000,2009-11-04 04:00:00,2009-11-04 04:00:00
phishing email exploit/malware/trawler,43877.0,23.3.252.153,0.0,172.28.1.5,25,2009-11-04 05:19:00,2009-11-04 05:19:00
phishing email exploit/malware/trawler,43878.0,23.3.252.153,0.0,172.28.128.5,25,2009-11-04 05:19:00,2009-11-04 05:19:00
post-phishing c2 heartbeat exploit/malware/malclie,43879.0,172.28.136.45,0.0,23.3.252.153,80,2009-11-04 05:21:00,2009-11-04 05:21:00
post-phishing c2 exploit/malware/malclient.pl,43880.0,172.28.136.45,0.0,23.3.252.153,80,2009-11-04 05:23:00,2009-11-04 05:23:00
phishing email exploit/malware/trawler,43883.0,212.45.250.61,0.0,172.28.128.5,25,2009-11-04 07:50:00,2009-11-04 07:50:00
post-phishing c2 heartbeat exploit/malware/malclie,43884.0,172.28.192.5,0.0,212.45.250.61,8181,2009-11-04 07:52:00,2009-11-04 07:52:00
post-phishing c2 exploit/malware/malclient.pl,43885.0,172.28.192.5,0.0,212.45.250.61,8181,2009-11-04 07:54:00,2009-11-04 07:54:00
post-phishing c2 exploit/malware/malclient.pl,43886.0,172.28.192.5,0.0,212.45.250.61,8181,2009-11-04 07:59:00,2009-11-04 07:59:00
post-phishing c2 + tcp control channel exfil explo,43887.0,172.28.192.5,0.0,212.45.250.61,8181,2009-11-04 08:01:00,2009-11-04 08:01:00
scan /usr/bin/nmap,43888.0,42.196.162.102,26707.0,172.28.79.227,30860,2009-11-04 19:53:00,2009-11-04 19:53:00
scan /usr/bin/nmap,43889.0,195.171.85.28,0.0,172.28.18.197,1257 3128,2009-11-04 19:56:00,2009-11-04 19:56:00
scan /usr/bin/nmap,43890.0,195.171.85.28,0.0,172.28.18.147,1257 3128,2009-11-04 19:56:00,2009-11-04 19:56:00
scan /usr/bin/nmap,43891.0,195.171.85.28,0.0,172.28.18.241,1257 3128,2009-11-04 19:56:00,2009-11-04 19:56:00
scan /usr/bin/nmap,43892.0,195.171.85.28,0.0,172.28.18.83,1257 3128,2009-11-04 19:56:00,2009-11-04 19:56:00
scan /usr/bin/nmap,43893.0,195.171.85.28,0.0,172.28.18.213,1257 3128,2009-11-04 19:56:00,2009-11-04 19:56:00
scan /usr/bin/nmap,43894.0,195.171.85.28,0.0,172.28.18.146,1257 3128,2009-11-04 19:56:00,2009-11-04 19:56:00
scan /usr/bin/nmap,43895.0,195.171.85.28,0.0,172.28.18.111,1257 3128,2009-11-04 19:56:00,2009-11-04 19:56:00
scan /usr/bin/nmap,43896.0,195.171.85.28,0.0,172.28.18.68,1257 3128,2009-11-04 19:56:00,2009-11-04 19:56:00
scan /usr/bin/nmap,43897.0,195.171.85.28,0.0,172.28.18.41,1257 3128,2009-11-04 19:56:00,2009-11-04 19:56:00
scan /usr/bin/nmap,43898.0,195.171.85.28,0.0,172.28.18.59,1257 3128,2009-11-04 19:56:00,2009-11-04 19:56:00
scan /usr/bin/nmap,43899.0,195.171.85.28,0.0,172.28.18.98,1257 3128,2009-11-04 19:56:00,2009-11-04 19:56:00
scan /usr/bin/nmap,43900.0,195.171.85.28,0.0,172.28.18.174,1257 3128,2009-11-04 19:56:00,2009-11-04 19:56:00
scan /usr/bin/nmap,43901.0,195.171.85.28,0.0,172.28.18.18,1257 3128,2009-11-04 19:56:00,2009-11-04 19:56:00
scan /usr/bin/nmap,43902.0,49.232.95.127,55944.0,172.28.97.169,21 4899,2009-11-04 21:27:00,2009-11-04 21:27:00
scan /usr/bin/nmap,43903.0,113.193.88.44,0.0,172.28.163.165,36242,2009-11-04 21:33:00,2009-11-04 21:33:00
scan /usr/bin/nmap,43904.0,211.144.70.97,40510.0,172.28.154.10,21,2009-11-04 21:36:00,2009-11-04 21:36:00
scan /usr/bin/nmap,43905.0,193.168.132.153,10468.0,172.28.147.136,45248,2009-11-04 22:07:00,2009-11-04 22:07:00
scan /usr/bin/nmap,43906.0,122.201.178.72,40045.0,172.28.42.98,64142:64353,2009-11-04 23:27:00,2009-11-04 23:28:00
scan /usr/bin/nmap,43907.0,19.16.150.30,59406.0,172.28.177.139,3129,2009-11-05 00:40:00,2009-11-05 00:40:00
no precursor client compromise exfil/sams_launch_v,43908.0,172.28.9.211,0.0,40.112.195.63,80,2009-11-04 08:47:00,2009-11-04 08:47:00
no precursor client compromise exfil/sams_launch_v,43909.0,172.28.9.211,0.0,28.133.133.90,80,2009-11-04 08:47:00,2009-11-04 08:47:00
c2+ tcp control channel exfil - no precursor nc,43910.0,40.112.195.63,0.0,172.28.9.211,10000,2009-11-04 08:49:00,2009-11-04 08:49:00
phishing email exploit/malware/trawler,43911.0,195.95.157.19,0.0,172.28.1.5,25,2009-11-04 09:45:00,2009-11-04 09:45:00
phishing email exploit/malware/trawler,43912.0,195.95.157.19,0.0,172.28.128.5,25,2009-11-04 09:45:00,2009-11-04 09:45:00
phishing email exploit/malware/trawler,43913.0,195.95.157.19,0.0,172.28.192.5,25,2009-11-04 09:45:00,2009-11-04 09:45:00
post-phishing client compromise + malicious downlo,43914.0,172.28.132.148,0.0,195.95.157.19,80,2009-11-04 09:47:00,2009-11-04 09:47:00
post-phishing client compromise + malicious downlo,43915.0,172.28.132.148,0.0,28.133.133.90,80,2009-11-04 09:47:00,2009-11-04 09:47:00
post-phishing c2 + tcp control channel exfil nc,43916.0,195.95.157.19,0.0,172.28.132.148,10000,2009-11-04 09:53:00,2009-11-04 09:53:00
failed attack or scan exploit/bin/webstar_ftp_user,43917.0,42.1.118.156,0.0,255.255.255.255,21,2009-11-04 09:55:00,2009-11-04 10:10:00
phishing email exploit/malware/trawler,43918.0,43.79.200.176,0.0,172.28.1.5,25,2009-11-04 10:03:00,2009-11-04 10:03:00
phishing email exploit/malware/trawler,43919.0,43.79.200.176,0.0,172.28.128.5,25,2009-11-04 10:03:00,2009-11-04 10:03:00
post-phishing c2 heartbeat exploit/malware/malclie,43920.0,172.28.133.86,0.0,43.79.200.176,25,2009-11-04 10:05:00,2009-11-04 10:05:00
post-phishing c2 exploit/malware/malclient.pl,43921.0,172.28.133.86,0.0,43.79.200.176,25,2009-11-04 10:07:00,2009-11-04 10:07:00
post-phishing c2 + tcp control channel exfil explo,43922.0,172.28.133.86,0.0,43.79.200.176,25,2009-11-04 10:09:00,2009-11-04 10:09:00
failed attack or scan exploit/bin/iis_nsiislog.pl,43923.0,139.69.44.14,0.0,255.255.255.255,80,2009-11-04 10:51:00,2009-11-04 11:06:00
no precursor client compromise exfil/sams_launch_v,43924.0,172.28.218.164,0.0,86.136.211.111,80,2009-11-04 11:04:00,2009-11-04 11:04:00
no precursor client compromise exfil/sams_launch_v,43925.0,172.28.218.164,0.0,28.133.133.90,80,2009-11-04 11:04:00,2009-11-04 11:04:00
c2 + tcp control channel exfil - no precursor nc,43926.0,86.136.211.111,0.0,172.28.218.164,10000,2009-11-04 11:08:00,2009-11-04 11:08:00
client compromise exfil/sams_launch_vulnerable_cli,43927.0,172.28.212.6,0.0,20.21.128.84,10000,2009-11-04 11:37:00,2009-11-04 11:37:00
c2 remote command execution nc,43928.0,20.21.128.84,0.0,172.28.212.6,10000,2009-11-04 11:43:00,2009-11-04 11:43:00
phishing email exploit/malware/trawler,43929.0,115.240.12.124,0.0,172.28.1.5,25,2009-11-04 12:01:00,2009-11-04 12:01:00
phishing email exploit/malware/trawler,43930.0,115.240.12.124,0.0,172.28.128.5,25,2009-11-04 12:01:00,2009-11-04 12:01:00
phishing email exploit/malware/trawler,43931.0,115.240.12.124,0.0,172.28.192.5,25,2009-11-04 12:01:00,2009-11-04 12:01:00
post-phishing client compromise + malicious downlo,43932.0,172.28.10.68,0.0,115.240.12.124,80,2009-11-04 12:04:00,2009-11-04 12:04:00
post-phishing client compromise + malicious downlo,43933.0,172.28.10.68,0.0,28.133.133.90,80,2009-11-04 12:04:00,2009-11-04 12:04:00
post-phishing c2 echo,43934.0,115.240.12.124,0.0,172.28.10.68,10000,2009-11-04 12:08:00,2009-11-04 12:08:00
post-phishing icmp exfil nc,43935.0,172.28.10.68,0.0,115.240.12.124,0,2009-11-04 12:08:00,2009-11-04 12:08:00
scan /usr/bin/nmap,43936.0,211.144.70.97,40510.0,172.28.154.10,21,2009-11-05 03:01:00,2009-11-05 03:01:00
scan /usr/bin/nmap,43937.0,193.168.132.153,10468.0,172.28.147.136,45248,2009-11-05 04:13:00,2009-11-05 04:13:00
scan /usr/bin/nmap,43938.0,195.171.85.28,0.0,172.28.18.197,1257 3128,2009-11-05 04:35:00,2009-11-05 04:35:00
